ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	AnalyteType	CodeClass	ProbePool	TargetGroup	GeneID
49622	NAXE_01	NAXE	NAXE	NM_144772.3	GRCh38.p13	chr1:156593946-156593995	RNA	Endogenous	01	All Targets	128240
38157	MS4A15_01	MS4A15	MS4A15	"XM_006718459.4,NM_001278242.2,NR_103481.2,XM_011544814.1,NM_001098835.2,NM_152717.3,XM_011544812.3"	GRCh38.p13	chr11:60773854-60773903	RNA	Endogenous	01	All Targets	219995
36764	OR5D16_01	OR5D16	OR5D16	"NM_001005496.1,XM_024448519.1"	GRCh38.p13	chr11:55839153-55839195	RNA	Endogenous	01	All Targets	390144
40602	ZNF726_01	ZNF726	ZNF726	NM_001348687.2	GRCh38.p13	chr19:23943661-23943710	RNA	Endogenous	01	All Targets	730087
13659	ZBED6_01	ZBED6	ZBED6	NM_001174108.2	GRCh38.p13	chr1:203798522-203798556	RNA	Endogenous	01	All Targets	100381270
34500	ENY2_01	ENY2	ENY2	"NR_036471.2,NM_001193557.2,NR_036472.2,NM_020189.6"	GRCh38.p13	chr8:109343414-109343450	RNA	Endogenous	01	All Targets	56943
51054	NPM2_01	NPM2	NPM2	"NM_001286681.1,XM_011544364.3,XM_017012947.1,XM_017012950.2,XM_017012949.2,NM_001286680.2,XM_011544362.2,XM_011544363.2,NM_182795.1,XM_017012948.2,XM_024447051.1,XM_011544360.2"	GRCh38.p13	chr8:22036651-22036699	RNA	Endogenous	01	All Targets	10361
40224	NSA2_01	NSA2	NSA2	"NM_001364506.2,NR_073403.2,NM_001271665.2,NR_157205.2,NR_157206.2,NM_014886.6"	GRCh38.p13	chr5:74770756-74770805	RNA	Endogenous	01	All Targets	10412
49058	TWIST2_01	TWIST2	TWIST2	"NM_057179.3,NM_001271893.4"	GRCh38.p13	chr2:238848564-238848601	RNA	Endogenous	01	All Targets	117581
38896	ARHGAP32_01	ARHGAP32	ARHGAP32	"NM_001378024.1,NM_014715.4,XM_017018596.1,NM_001142685.2,XM_011543073.2,XM_011543075.2,XM_017018597.2,XM_017018595.2,XM_011543072.2,NM_001378025.1"	GRCh38.p13	chr11:128981534-128981850	RNA	Endogenous	01	All Targets	9743
46751	AGPAT4_01	AGPAT4	AGPAT4	"XR_001743516.1,XM_006715514.3,NM_020133.3,XM_017011059.1,XM_005267053.3"	GRCh38.p13	chr6:161132964-161133013	RNA	Endogenous	01	All Targets	56895
36902	KYAT3_01	KYAT3	KYAT3	"NM_001349447.1,NM_001349449.1,NM_001008662.2,NM_001349448.1,NM_001008661.3,NR_146184.1,NR_146185.1,NR_146183.1,NM_001349450.1"	GRCh38.p13	chr1:88943397-88949113	RNA	Endogenous	01	All Targets	56267
40019	FGGY_01	FGGY	FGGY	"XM_024448196.1,NM_001350799.2,XM_017001652.1,XM_017001669.2,NM_001350798.2,XM_017001668.1,XM_017001664.2,XR_001737284.1,NM_001278224.2,XM_017001678.1,XM_017001657.2,XM_017001679.1,XR_001737287.1,XM_017001655.1,XR_001737286.1,XM_017001663.2,XM_017001662.2,XM_024448176.1,XR_001737285.1,XM_017001661.2,XM_017001649.1,NM_001244714.2,XM_017001660.2,XM_011541731.1,NM_001350794.2,XM_024448227.1,XM_024448185.1,XM_017001645.1,NM_001350797.2,XM_024448229.1,NM_001350790.2,XM_017001677.1,XM_011541736.3,XM_017001643.2,XM_017001646.1,NM_001350793.2,NR_103473.2,XM_017001659.2,XM_017001670.2,NM_001350792.2,XM_017001671.1,NM_001350796.2,XM_011541730.1,NM_001350791.2,NM_001350795.2,XM_024448220.1,XM_017001673.2,XM_024448207.1,XM_017001656.1,NM_001113411.2,NM_018291.5"	GRCh38.p13	chr1:59607805-59607854	RNA	Endogenous	01	All Targets	55277
36859	CDHR4_01	CDHR4	CDHR4	"XM_017006368.1,NM_001007540.4,XR_001740142.1,XM_011533700.3,XR_001740143.1,XM_017006367.1,XM_011533701.2,XM_017006366.1,XM_017006371.1,XM_017006370.1,XM_017006369.1"	GRCh38.p13	chr3:49793720-49793834	RNA	Endogenous	01	All Targets	389118
46847	CLDN2_01	CLDN2	CLDN2	"NM_001171092.1,NM_001171095.1,NM_020384.4"	GRCh38.p13	chrX:106930465-106930514	RNA	Endogenous	01	All Targets	9075
38227	PID1_01	PID1	PID1	"NM_001330156.1,XM_017004404.1,NM_017933.5,NM_001330158.2,NM_001100818.2,NM_001330157.2"	GRCh38.p13	chr2:229025280-229025323	RNA	Endogenous	01	All Targets	55022
35907	ITGA2B_01	ITGA2B	ITGA2B	"XM_011524749.1,NM_000419.5,XM_011524750.1"	GRCh38.p13	chr17:44384949-44384988	RNA	Endogenous	01	All Targets	3674
51490	ERICH1_01	ERICH1	ERICH1	"XM_017013129.2,XM_017013128.2,XM_017013126.2,XM_017013125.2,XM_017013124.2,XM_017013133.2,NM_001303100.2,XM_017013123.2,XM_017013122.2,XM_024447076.1,XM_017013116.2,XM_024447077.1,XM_017013117.2,XM_017013114.2,XM_017013115.2,XM_017013134.2,NR_156467.1,XR_001756306.1,XM_011534731.3,XM_017013118.2,XM_011534735.3,XM_017013121.2,XM_017013119.2,XM_006716234.4,XM_017013120.2,XR_001756305.1,XM_011534736.3,NM_207332.3,XM_011534737.3,XM_017013130.2,XM_017013131.2"	GRCh38.p13	chr8:716001-731167	RNA	Endogenous	01	All Targets	157697
43156	NOG_01	NOG	NOG	NM_005450.6	GRCh38.p13	chr17:56595292-56595341	RNA	Endogenous	01	All Targets	9241
38179	EHBP1L1_01	EHBP1L1	EHBP1L1	"NM_001351087.1,NM_001099409.3,XM_017017468.1,XM_017017467.1,XM_005273869.3,XM_005273870.3,XM_005273868.3,XM_024448416.1,XM_006718487.4,XM_006718486.3,XM_005273867.3"	GRCh38.p13	chr11:65576395-65579103	RNA	Endogenous	01	All Targets	254102
40383	FAM120A_01	FAM120A	FAM120A	"XM_005251842.5,NM_001286722.2,NM_001286723.1,XM_011518416.3,XM_011518412.2,NM_014612.5,NM_001286724.2,XM_011518414.3,XM_011518413.2"	GRCh38.p13	chr9:93497499-93497548	RNA	Endogenous	01	All Targets	23196
37202	MSMO1_01	MSMO1	MSMO1	"NM_006745.5,XM_005263176.2,NM_001017369.2"	GRCh38.p13	chr4:165341879-165341928	RNA	Endogenous	01	All Targets	6307
40962	CRYBB1_01	CRYBB1	CRYBB1	"XM_011529899.3,NM_001887.4"	GRCh38.p13	chr22:26607976-26608021	RNA	Endogenous	01	All Targets	1414
49718	EFCAB11_01	EFCAB11	EFCAB11	"NM_001284266.2,NM_001284269.2,NM_001284268.2,NM_145231.4,NM_001284267.1"	GRCh38.p13	chr14:89797300-89931565	RNA	Endogenous	01	All Targets	90141
35758	ITGA6_01	ITGA6	ITGA6	"XM_017004006.1,XM_017004008.1,NM_001316306.2,NM_001079818.3,NM_001365530.2,XM_017004007.1,NM_000210.4,NM_001365529.2,XM_017004005.1"	GRCh38.p13	chr2:172491505-172498005	RNA	Endogenous	01	All Targets	3655
38769	DEPDC5_01	DEPDC5	DEPDC5	"XR_001755389.1,XM_011530565.2,XM_011530568.2,NM_001364318.1,NR_110988.2,NM_001364319.1,NM_001363854.2,NR_146296.2,NM_014662.5,XR_937973.2,NM_001369902.1,NR_157128.1,NM_001369903.1,XM_017029113.1,NR_157126.1,NR_157125.1,NM_001369901.1,NM_001242896.3,NM_001363852.2,XM_017029115.1,NM_001242897.2,XM_017029114.1,NM_001007188.3,NM_001136029.3,XM_011530561.2,NM_001364320.1,XR_001755390.1,XM_011530563.2,XM_011530562.2,XM_011530557.2"	GRCh38.p13	chr22:31760690-31765011	RNA	Endogenous	01	All Targets	9681
48120	LNPK_01	LNPK	LNPK	"XM_005246878.4,XM_006712783.2,NM_030650.3,XM_011511945.2,NM_001305010.1,NM_001305011.2,XM_005246880.3,XM_005246879.4,XM_017005055.1,NR_130941.2,NM_001305009.1,NM_001305008.1"	GRCh38.p13	chr2:175929957-175930006	RNA	Endogenous	01	All Targets	80856
13120	RPP21_01	RPP21	RPP21	"NM_024839.4,NM_001199120.2,NM_001199121.2"	GRCh38.p13	chr6:30345180-30345214	RNA	Endogenous	01	All Targets	79897
35110	CARS1_01	CARS1	CARS1	"NM_001194997.2,XR_930914.2,XR_002957204.1,XR_930913.1,NR_036542.2,XM_024448705.1,NR_165430.1,XR_002957203.1,NM_001378139.1,NR_165428.1,NM_001378138.1,NM_001378140.1,NR_165429.1,NM_001751.6,XM_024448704.1,XM_024448703.1,XM_024448702.1,NM_001378137.1,XM_024448701.1,NM_001378136.1,XR_001747998.1,NM_139273.4,NM_001014437.3"	GRCh38.p13	chr11:3029394-3029428	RNA	Endogenous	01	All Targets	833
34694	CLCN4_01	CLCN4	CLCN4	"NM_001830.4,NM_001256944.1"	GRCh38.p13	chrX:10213822-10213859	RNA	Endogenous	01	All Targets	1183
51999	NBPF19_01	NBPF19	"NBPF1,NBPF9,NBPF8,NBPF26,LOC102724250,NBPF20,NBPF25P,NBPF15,NBPF14,NBPF12,NBPF11,NBPF10,NBPF19"	"NM_001385409.1,NM_001385432.1,NM_001385408.1,NM_001101663.5,NM_001385433.1,NM_001385470.3,NM_001385471.1,NM_183372.9,NM_015383.2,NM_001385420.1,NM_001037501.3,NM_001385427.1,NM_001385478.1,NM_001385375.1,NM_001385480.1,NM_001385405.1,NM_001385472.1,NM_001385404.1,NM_001351372.1,NM_001385473.1,NM_001385419.1,NM_001385477.1,NM_017940.6,NM_001385468.3,NM_001351365.1,NM_001385424.1,NM_001385476.1,NM_001039703.6,NM_001385407.1,NM_001385438.1,NM_001385406.1,NM_001385414.1,NM_001385439.1,NM_001385434.1,NM_001385415.1,NM_001385435.1,NM_001385423.1,NR_104217.1,NM_001385422.1,NM_001385446.1,NM_001385376.1,NM_001302371.3,NM_001385417.1,NM_001385373.1,NM_001385436.1,NM_001385479.1,NM_001385421.1,NM_001385374.1,NM_001385448.1,NM_001385447.1,NM_001385418.1,XM_024453443.1,NM_001385412.1,NM_001385413.1,NR_110864.3,NM_001385378.1,NM_001385429.1,NM_001385474.1,NM_001385428.1,XM_024452498.1,NM_001385475.1,NM_001385437.1,NM_001385410.1,NM_001037675.3,NM_173638.5,NM_001385411.1,NM_001385403.1,NM_001385441.1,NM_001385469.3,NM_001385426.1,NM_001385430.1,NM_001385431.1,NM_001385440.1,NM_001277444.1,NM_001170755.3,XM_024453858.1,NM_001385416.1,NM_001278141.1,NM_001278267.1,NM_001385377.1,NM_001385425.1"	GRCh38.p13	"chr1:146128133-146128174,chr1:146983036-146983077,chr1:120822212-120822253,chr1:16569087-16569128,chr1:148579088-148579129,chr1:148110392-148110433,chr1:149065540-149065581,chr1:149486238-149486279,chr1:145394992-145395033,chr1:120459475-120459516,chr1:145580704-145580745"	RNA	Endogenous	01	All Targets	55672
41575	PYGB_01	PYGB	PYGB	NM_002862.4	GRCh38.p13	chr20:25297276-25297325	RNA	Endogenous	01	All Targets	5834
41565	PTPRA_01	PTPRA	PTPRA	"NM_001385314.1,NM_001385311.1,NM_001385310.1,NM_001385317.1,NM_080841.3,NM_001385313.1,NM_080840.3,NM_001385312.1,NM_001385319.1,NM_001385318.1,NM_001385302.1,NM_001385303.1,NM_001385306.1,NM_001385307.1,NM_001385304.1,NM_001385305.1,NM_002836.3,NM_001385308.1,NM_001385316.1,NM_001385320.1,NM_001385321.1,NM_001385315.1"	GRCh38.p13	chr20:2988427-3005057	RNA	Endogenous	01	All Targets	5786
41267	MAD2L1_01	MAD2L1	MAD2L1	NM_002358.4	GRCh38.p13	chr4:120065734-120065783	RNA	Endogenous	01	All Targets	4085
48802	OR51B4_01	OR51B4	OR51B4	NM_033179.2	GRCh38.p13	chr11:5301477-5301526	RNA	Endogenous	01	All Targets	79339
40527	HEMK1_01	HEMK1	HEMK1	"NM_001377421.1,NM_001317851.1,NM_016173.5,XM_011533810.2,NM_001377426.1,NM_001377427.1,NM_001377424.1,XM_011533807.1,NM_001377425.1,XM_011533806.2,XR_001740171.1,XR_001740170.1,NM_001377428.1,NM_001377429.1,XM_005265218.3,XR_940453.2,XR_940451.2,NM_001377422.1,NM_001377423.1,NM_001377420.1,XM_011533808.1,XM_011533814.2,XR_940455.2,XR_940454.2,XM_011533812.2,XM_011533813.2"	GRCh38.p13	chr3:50579918-50580143	RNA	Endogenous	01	All Targets	51409
50624	APTX_01	APTX	APTX	"NR_160921.1,NR_160920.1,NM_001369004.1,XR_001746325.2,NM_001195248.2,NM_001195249.1,NR_160926.1,XR_001746326.2,NR_160927.1,NR_160922.1,NM_001369006.1,NR_036577.1,NM_001369002.1,NR_160929.1,NR_160924.1,NR_160925.1,XM_011517938.2,NM_001369005.1,NM_001195250.2,NM_001369001.1,NR_160928.1,NR_160930.1,NM_001195252.2,NM_001369000.1,NM_001369003.1,NM_001195251.1,NM_175073.2,NM_001368996.1,NM_001368997.1,NM_001195254.1,NM_001370669.1,NR_160931.1,NM_001370673.1,XR_929277.3,XR_929276.3,NM_001368995.1,NM_175069.3,NR_160923.1,NM_001370670.1,NM_001368998.1,NM_001368999.1"	GRCh38.p13	chr9:32972845-32972894	RNA	Endogenous	01	All Targets	54840
43543	TRIM22_01	TRIM22	TRIM22	"NM_006074.5,NM_001199573.2"	GRCh38.p13	chr11:5709620-5709669	RNA	Endogenous	01	All Targets	10346
34648	EVPLL_01	EVPLL	EVPLL	"XM_011523983.2,XM_011523985.2,NM_001145127.2,XM_011523987.2,XM_011523982.2"	GRCh38.p13	chr17:18382577-18382611	RNA	Endogenous	01	All Targets	645027
43545	MICU1_01	MICU1	MICU1	"XM_005269386.2,NM_001195518.2,NM_006077.3,XR_001746994.2,XM_011539119.1,NM_001363513.1,XR_001746993.2,NM_001195519.1,XR_945586.2"	GRCh38.p13	chr10:72475114-72475163	RNA	Endogenous	01	All Targets	10367
39706	LRCOL1_01	LRCOL1	LRCOL1	"XM_017018662.1,NM_001195520.2,XM_017018661.1,XM_011534785.2,XM_011534780.2,XM_017018659.1,XM_011534784.2,XM_017018660.1"	GRCh38.p13	chr12:132603204-132603238	RNA	Endogenous	01	All Targets	100507055
38710	FKBP6_01	FKBP6	FKBP6	"XM_017012741.1,NM_001135211.3,NM_001362789.2,NM_003602.5,XM_017012742.1,NM_001281304.2"	GRCh38.p13	"chr7:73340829-73341318,chr7:73341269-73341318"	RNA	Endogenous	01	All Targets	8468
45662	RMDN1_01	RMDN1	RMDN1	"XM_017013521.1,NM_016033.3,NM_001286719.1,XM_011517096.2,XM_017013528.1,XM_017013524.1,NM_001286707.1,XM_011517093.2,XM_011517098.2,XM_011517097.2,XM_017013527.2,XM_017013526.1"	GRCh38.p13	chr8:86474323-86474833	RNA	Endogenous	01	All Targets	51115
36771	CACNA2D2_01	CACNA2D2	CACNA2D2	"XM_011534243.2,NM_001291101.1,XM_005265581.4,NM_006030.4,NM_001174051.3,NM_001005505.3"	GRCh38.p13	chr3:50368174-50368223	RNA	Endogenous	01	All Targets	9254
51148	CSMD3_01	CSMD3	CSMD3	"NM_001363185.1,XM_017013008.1,NM_198124.2,XM_017013009.2,XM_011516816.2,XM_017013010.1,NM_052900.3,XM_011516815.2,NM_198123.2,XM_017013012.1"	GRCh38.p13	chr8:112281292-112281341	RNA	Endogenous	01	All Targets	114788
37093	NHLRC3_01	NHLRC3	NHLRC3	"NM_001017370.2,NM_001012754.4,NR_073109.1"	GRCh38.p13	"chr13:39039664-39042106,chr13:39039664-39044091"	RNA	Endogenous	01	All Targets	387921
47481	AKTIP_01	AKTIP	AKTIP	"XM_017023565.1,XM_005256098.5,XM_005256095.5,XM_017023566.1,XM_005256096.5,NM_022476.4,XM_005256097.5,NM_001308325.1,XM_017023564.2,NM_001012398.2"	GRCh38.p13	chr16:53492408-53492457	RNA	Endogenous	01	All Targets	64400
43304	GPR55_01	GPR55	GPR55	"XM_011512175.3,NM_005683.4,XM_005246952.4,XM_011512176.2"	GRCh38.p13	chr2:230909851-230909900	RNA	Endogenous	01	All Targets	9290
37533	CASTOR1_01	CASTOR1	CASTOR1	NM_001037666.3	GRCh38.p13	chr22:30287429-30287466	RNA	Endogenous	01	All Targets	652968
51733	ZSCAN12_01	ZSCAN12	ZSCAN12	"NR_136509.2,XM_011515015.2,NR_160526.1,NR_028077.2,XM_011515014.3,NR_136511.2,XM_024446598.1,XM_011515017.3,NR_136510.2,NR_133669.1,NR_133668.1,NR_160527.1,NR_136513.2,NR_136512.2,XM_017011528.2"	GRCh38.p13	chr6:28382359-28382408	RNA	Endogenous	01	All Targets	9753
51189	C1orf122_01	C1orf122	C1orf122	"NM_198446.3,NM_001142726.1"	GRCh38.p13	chr1:37809156-37809194	RNA	Endogenous	01	All Targets	127687
42485	COX15_01	COX15	COX15	"NM_001372026.1,NM_078470.6,XM_006717634.3,NM_001372028.1,NM_001372025.1,NM_001320974.2,NM_001372024.1,XM_011539298.2,NM_001320975.2,NM_004376.7,NR_164009.1,NM_001320976.2,NM_001372027.1"	GRCh38.p13	chr10:99727561-99729597	RNA	Endogenous	01	All Targets	1355
41807	TGFA_01	TGFA	TGFA	"NM_001308158.2,NM_001308159.2,NM_001099691.3,NM_003236.4"	GRCh38.p13	chr2:70450668-70450717	RNA	Endogenous	01	All Targets	7039
47649	CAMKV_01	CAMKV	CAMKV	"NM_024046.5,NM_001320147.2"	GRCh38.p13	chr3:49861205-49861254	RNA	Endogenous	01	All Targets	79012
47028	UNC79_01	UNC79	UNC79	"XM_011537028.2,XM_011537022.2,XM_024449667.1,XM_011537021.2,XM_017021514.1,XM_011537020.2,XM_011537024.2,XM_017021508.1,XM_017021509.1,XM_011537027.2,XM_017021513.1,XM_011537026.2,NM_001346218.2,XM_017021506.1,XM_017021510.1,XM_011537025.2,XM_011537023.2,XM_011537018.2,XM_017021507.1,NM_020818.5,XM_017021517.1,XM_017021516.1,XM_024449668.1,XM_017021515.1"	GRCh38.p13	chr14:93474348-93474389	RNA	Endogenous	01	All Targets	57578
44818	LEMD3_01	LEMD3	LEMD3	"NM_001167614.2,NM_014319.5"	GRCh38.p13	chr12:65170991-65171040	RNA	Endogenous	01	All Targets	23592
47887	DNAI4_01	DNAI4	DNAI4	"XM_024449816.1,NM_207014.3,XM_024449817.1,XM_017002355.1,XM_011542162.2,XM_024449821.1,XM_024449820.1,XM_017002353.1,NM_024763.5,XM_017002354.1,XM_017002357.1,XM_005271212.3,XM_011542161.2"	GRCh38.p13	chr1:66837767-66840488	RNA	Endogenous	01	All Targets	79819
40727	B4GALT1_01	B4GALT1	B4GALT1	"NM_001497.4,NM_001378495.1,NM_001378496.1"	GRCh38.p13	chr9:33113470-33113519	RNA	Endogenous	01	All Targets	2683
43275	SYT1_01	SYT1	SYT1	"XM_006719576.1,NM_001135805.2,XM_011538710.2,NM_001135806.2,NM_005639.3,XM_005269113.3,NM_001291901.2"	GRCh38.p13	chr12:79450589-79450638	RNA	Endogenous	01	All Targets	6857
41768	SULT2A1_01	SULT2A1	SULT2A1	NM_003167.4	GRCh38.p13	chr19:47886146-47886195	RNA	Endogenous	01	All Targets	6822
50479	FGD2_01	FGD2	FGD2	"XR_001743248.1,XR_001743246.2,XR_001743249.2,XR_001743242.2,XR_001743247.2,XR_001743243.1,XR_926106.1,XR_001743244.2,NM_173558.4,XM_017010429.2,XR_001743240.2,XR_001743245.2,XM_011514373.2,XM_011514372.2,XR_001743241.2"	GRCh38.p13	chr6:37014970-37015007	RNA	Endogenous	01	All Targets	221472
12137	H2AC13_01	H2AC13	H2AC13	NM_003509.3	GRCh38.p13	chr6:27808586-27808620	RNA	Endogenous	01	All Targets	8329
36830	SCP2_01	SCP2	SCP2	"NM_002979.5,NM_001007100.3,NM_001007250.2,NM_001193600.2,NM_001193617.2,XM_005271103.4,NM_001007099.3,NM_001193599.2"	GRCh38.p13	chr1:53050654-53050703	RNA	Endogenous	01	All Targets	6342
46620	UBASH3A_01	UBASH3A	UBASH3A	"XM_011529607.2,NM_001243467.2,XM_011529610.2,NM_001001895.3,XM_011529609.2,XM_011529605.3,XM_006724013.3,NM_018961.4,XR_244316.2,XM_011529606.3"	GRCh38.p13	chr21:42437562-42442471	RNA	Endogenous	01	All Targets	53347
41352	NDUFA4_01	NDUFA4	NDUFA4	NM_002489.4	GRCh38.p13	chr7:10940102-10940151	RNA	Endogenous	01	All Targets	4697
49108	GCNT7_01	GCNT7	GCNT7	"NM_080615.1,NR_160308.1"	GRCh38.p13	chr20:56497545-56497594	RNA	Endogenous	01	All Targets	140687
36708	CHD3_01	CHD3	CHD3	"XM_017024069.1,XM_005256427.4,XM_005256428.4,XM_017024066.1,XM_005256431.4,NM_001005271.3,XM_017024062.1,XM_017024063.1,XM_017024070.1,XM_006721424.3,XM_017024067.2,XM_006721428.3,XM_017024061.1,NM_005852.4,NM_001005273.3,XM_006721423.3,XM_017024064.1,XM_005256429.4,XM_017024065.1,XM_017024068.1"	GRCh38.p13	chr17:7898577-7899040	RNA	Endogenous	01	All Targets	1107
37429	TFPI_01	TFPI	TFPI	"XM_006712720.4,NM_001329239.2,XM_024453058.1,XM_024453060.1,NM_001329241.2,XM_024453061.1,NM_001318941.2,NM_006287.6,NM_001329240.2,XM_024453059.1,NM_001032281.3,XM_024453062.1,XM_011511709.3"	GRCh38.p13	chr2:187484853-187484902	RNA	Endogenous	01	All Targets	7035
40917	CDKN2D_01	CDKN2D	CDKN2D	"NM_001800.4,NM_079421.3"	GRCh38.p13	chr19:10566891-10566940	RNA	Endogenous	01	All Targets	1032
36874	TAGLN3_01	TAGLN3	TAGLN3	"NM_013259.2,NM_001008273.1,NM_001008272.2"	GRCh38.p13	chr3:112000834-112000883	RNA	Endogenous	01	All Targets	29114
47435	DMRTA1_01	DMRTA1	DMRTA1	NM_022160.3	GRCh38.p13	chr9:22451737-22451786	RNA	Endogenous	01	All Targets	63951
46288	AKIRIN2_01	AKIRIN2	AKIRIN2	NM_018064.4	GRCh38.p13	chr6:87675492-87675541	RNA	Endogenous	01	All Targets	55122
45548	SDCBP2_01	SDCBP2	"SDCBP2,FKBP1A-SDCBP2"	"NM_001199784.1,NR_037661.1,NM_080489.5,NM_015685.5"	GRCh38.p13	chr20:1310170-1310219	RNA	Endogenous	01	All Targets	27111
37376	ARHGAP5_01	ARHGAP5	ARHGAP5	"NM_001030055.2,NM_001173.3,XM_017021288.1,XM_005267636.4,XM_005267635.4"	GRCh38.p13	chr14:32117263-32146287	RNA	Endogenous	01	All Targets	394
51510	GPR148_01	GPR148	GPR148	NM_207364.2	GRCh38.p13	chr2:130729835-130729884	RNA	Endogenous	01	All Targets	344561
45314	SIK2_01	SIK2	SIK2	"NM_015191.3,XM_017017418.1,XM_017017417.1"	GRCh38.p13	chr11:111703353-111703402	RNA	Endogenous	01	All Targets	23235
42325	FGF12_01	FGF12	FGF12	"NM_001377293.1,NM_001377292.1,XM_024453395.1,NM_021032.5,NM_001377294.1,XM_005247227.2,XM_006713538.3,NM_004113.6"	GRCh38.p13	chr3:192144016-192144065	RNA	Endogenous	01	All Targets	2257
39800	PPP2R5A_01	PPP2R5A	PPP2R5A	"NM_006243.4,NM_001199756.2"	GRCh38.p13	chr1:212342217-212342266	RNA	Endogenous	01	All Targets	5525
48831	ZNF479_01	ZNF479	ZNF479	"XM_011515609.2,XM_011515608.3,NM_033273.2,XM_017012778.1,XM_011515604.3,XM_011515610.2,XM_011515611.2"	GRCh38.p13	chr7:57139764-57139813	RNA	Endogenous	01	All Targets	90827
36829	NTRK2_01	NTRK2	NTRK2	"NM_001369537.1,XM_011518720.3,NM_001369536.1,XM_005252004.2,NM_001369535.1,NM_001369548.1,NM_001369546.1,XM_005252001.3,NM_001369547.1,XM_005252006.4,XM_017014752.1,XM_017014760.2,XM_005252003.3,NM_001369544.1,NM_001007097.3,NM_001369545.1,NM_001369540.1,NM_001369534.1,NM_001369541.1,NM_006180.6,NM_001018064.3,NM_001369542.1,NM_001018065.2,NM_001369543.1,NM_001369551.1,NM_001369533.1,NM_001369532.1,NM_001018066.3,NM_001369550.1,NM_001291937.2,XM_011518718.3,NM_001369549.1,XM_017014753.2,NM_001369552.1,XM_017014751.2,NM_001369539.1,NM_001369538.1,XM_017014755.1"	GRCh38.p13	chr9:84727906-84727955	RNA	Endogenous	01	All Targets	4915
41020	ESD_01	ESD	ESD	"XM_017020414.1,XM_011534954.2,NM_001984.2,XM_005266278.3"	GRCh38.p13	"chr13:46793398-46797604,chr13:46793398-46797107,chr13:46793398-46797226"	RNA	Endogenous	01	All Targets	2098
44431	ACAP2_01	ACAP2	ACAP2	"XM_011512604.2,NM_012287.6,XM_011512603.2,XM_011512605.2,XM_011512602.2,XM_006713557.3,XM_011512606.2,XM_017006046.1,XM_017006047.1,XM_017006048.1,XM_017006049.1"	GRCh38.p13	chr3:195333036-195333085	RNA	Endogenous	01	All Targets	23527
47881	MMRN2_01	MMRN2	MMRN2	"NM_024756.3,XM_005270153.1,XM_006717970.4"	GRCh38.p13	chr10:86936582-86936629	RNA	Endogenous	01	All Targets	79812
36154	ACE_01	ACE	ACE	"NR_168483.1,NM_001382702.1,NM_001382701.1,NM_152830.3,XM_006721737.3,NM_001178057.2,NM_000789.4,NM_001382700.1"	GRCh38.p13	chr17:63486642-63486691	RNA	Endogenous	01	All Targets	1636
46205	PRPF40A_01	PRPF40A	PRPF40A	"NM_001365603.2,XM_017004458.2,NM_001365598.2,XM_024452980.1,NM_001365597.2,XM_017004457.1,NM_001365605.2,NM_001365596.2,NM_017892.4,NM_001354431.2,NM_001365601.2,NM_001365604.2,NM_001354432.2,NM_001365600.2,NM_001365599.2,NM_001365602.2,XM_011511447.3,XM_024452979.1,XM_017004459.2,XM_017004461.1,XM_011511449.3"	GRCh38.p13	chr2:152659117-152659166	RNA	Endogenous	01	All Targets	55660
43347	CEBPZ_01	CEBPZ	CEBPZ	NM_005760.3	GRCh38.p13	chr2:37228463-37228505	RNA	Endogenous	01	All Targets	10153
51660	PSMD1_01	PSMD1	PSMD1	"NM_002807.4,NM_001191037.1,NR_034059.1,XM_017004517.2"	GRCh38.p13	chr2:231083705-231083742	RNA	Endogenous	01	All Targets	5707
42348	DRG1_01	DRG1	DRG1	NM_004147.4	GRCh38.p13	chr22:31433959-31434008	RNA	Endogenous	01	All Targets	4733
49630	FREM1_01	FREM1	FREM1	"XM_017014320.2,NM_001370063.1,NM_144966.7,XM_017014316.2,XM_017014328.2,XM_017014329.2,XM_017014319.2,XM_017014330.2,NR_163241.1,NM_001370060.1,NR_163240.1,XM_017014327.2,XM_017014325.2,XM_017014317.1,NM_001379081.2,XM_017014324.2,XR_001746197.2,NM_001370065.1,XM_017014321.2,XR_001746196.2,XM_017014326.1,XR_001746195.2,NR_163239.2,XM_017014322.1,XR_001746194.2,XM_017014323.1,NR_163238.2"	GRCh38.p13	chr9:14848750-14851309	RNA	Endogenous	01	All Targets	158326
40424	GOLGA6L9_01	GOLGA6L9	"GOLGA6L9,GOLGA6L4,GOLGA6L3,GOLGA6L17P,GOLGA6L10,LOC102724117,GOLGA6L5P,LOC102724093"	"XM_017022482.1,NM_001291420.1,XR_429585.4,NR_111962.1,NM_001164465.3,NM_001322400.1,XM_017022481.1,NM_198181.3,NR_003246.4,XR_429586.2,NM_001267536.3,NM_001310153.2,XM_011521601.2,XM_017022226.1"	GRCh38.p13	"chr15:84353196-84353909,chr15:82432869-82433582,chr15:82345876-82346589,chr15:84238625-84239338,chr15:85243259-85243972,chr15:84513282-84513995,chr15:82522442-82523155,chr15:84434242-84434955"	RNA	Endogenous	01	All Targets	440295
43932	FGL2_01	FGL2	FGL2	NM_006682.3	GRCh38.p13	chr7:77199534-77199583	RNA	Endogenous	01	All Targets	10875
